Sentence #,Word,POS,Tag
,a,DT,O
,computer,NN,O
,network,NN,O
,infiltration,NN,O
,campaign,NN,O
,that,WDT,O
,involves,VBZ,O
,a,DT,O
,malicious,JJ,O
,Trojan,NNP,B-M
,which,WDT,O
,is,VBZ,O
,delivered,VBN,B-AP
,via,IN,I-AP
,social,JJ,I-AP
,engineering,NN,I-AP
,schemes,NNS,I-AP
,.,.,O
Sentence 267,Kaspersky,NNP,B-ID
,Lab,NNP,I-ID
,and,CC,O
,Seculert,NNP,B-ID
,worked,VBD,O
,together,RB,O
,to,TO,O
,sinkhole,VB,O
,the,DT,O
,Madi,NNP,B-C
,Command,NNP,B-INF
,&,CC,I-INF
,Control,NNP,I-INF
,(,(,O
,C,NNP,B-INF
,&,CC,I-INF
,C,NNP,I-INF
,),),O
,servers,NNS,I-INF
,.,.,O
Sentence 268,Kaspersky,NNP,B-ID
,Lab,NNP,I-ID
,and,CC,O
,Seculert,NNP,B-ID
,identified,VBD,O
,more,JJR,O
,than,IN,O
,800,CD,O
,victims,NNS,O
,located,VBN,O
,in,IN,O
,Iran,NNP,B-L
,",",",",O
,Israel,NNP,B-L
,etc,FW,O
,.,.,O
Sentence 269,Statistics,NNS,O
,from,IN,O
,the,DT,O
,sinkhole,NN,O
,revealed,VBD,O
,that,IN,O
,Madi,NNP,B-C
,,POS,O
,s,NN,O
,victims,NNS,O
,were,VBD,O
,primarily,RB,O
,business,NN,O
,people,NNS,O
,working,VBG,O
,on,IN,O
,Iranian,JJ,B-L
,and,CC,O
,Israeli,JJ,B-L
,critical,JJ,O
,infrastructure,NN,B-ID
,projects,NNS,I-ID
,.,.,O
Sentence 270,Madi,NNP,B-C
,targeted,VBD,O
,Israeli,NNP,B-ID
,financial,JJ,I-ID
,institutions,NNS,I-ID
,.,.,O
Sentence 271,Middle,JJ,B-L
,Eastern,NNP,I-L
,engineering,NN,B-ID
,students,NNS,I-ID
,",",",",O
,and,CC,O
,various,JJ,O
,government,NN,B-ID
,agencies,NNS,I-ID
,communicating,VBG,O
,in,IN,O
,the,DT,O
,Middle,NNP,B-L
,East,NNP,I-L
,were,VBD,O
,targetted,VBN,O
,by,IN,O
,Madi,NNP,B-C
,.,.,O
Sentence 272,Madi,NNP,B-C
,is,VBZ,O
,also,RB,O
,known,VBN,O
,as,IN,O
,Mahdi,NNP,B-C
,.,.,O
Sentence 273,Madi,NNP,B-C
,is,VBZ,O
,an,DT,O
,APT,NNP,B-M
,reported,VBN,O
,by,IN,O
,Kaspersky,NNP,B-ID
,Lab,NNP,I-ID
,.,.,O
Sentence 274,NN,Vulnerability,O
,IN,in,O
,DT,the,O
,NNP,Insulet,B-ID
,NNP,OmniPod,I-ID
,NNP,Insulin,I-ID
,NNP,Management,I-ID
,NNP,System,I-ID
,VBZ,allows,O
,DT,an,O
,NN,attacker,O
,RB,nearby,O
,TO,to,O
,NN,schedule,O
,CC,or,O
,RB,immediately,B-AP
,JJ,inject,I-AP
,NN,insulin,I-AP
Sentence 275,NNP,New,O
,NNP,Windows,B-ID
,CD,10,I-ID
,NNP,MDM,I-ID
,JJ,privesc,I-ID
,JJ,zero-day,O
,VBZ,gets,O
,DT,a,O
,JJ,free,O
,NN,micropatch,O
Sentence 276,NNP,IKEA,B-ID
,VBZ,is,O
,VBG,battling,O
,DT,an,O
,JJ,ongoing,O
,NN,cyberattack,O
,WRB,where,O
,NN,threat,O
,NNS,actors,O
,VBP,are,O
,VBG,targeting,O
,NNS,employees,O
,IN,in,O
,JJ,internal,B-AP
,NN,phishing,I-AP
,NNS,attacks,I-AP
,VBG,using,O
,VBN,stolen,O
,NN,reply-chain,B-T
,NNS,emails,I-T
,.,.,O
Sentence 277,DT,A,O
,JJ,reply-chain,B-T
,NN,email,I-T
,NN,attack,O
,VBZ,is,O
,WRB,when,O
,NN,threat,O
,NNS,actors,O
,VBP,steal,O
,JJ,legitimate,O
,JJ,corporate,O
,NN,email,O
,CC,and,O
,RB,then,O
,VB,reply,O
,TO,to,O
,PRP,them,O
,IN,with,O
,NNS,links,O
,TO,to,O
,JJ,malicious,O
,NNS,documents,O
,IN,that,O
,NN,install,O
,NN,malware,O
,IN,on,O
,NNS,recipients,O
,POS,,O
,NNS,devices,O
,.,.,O
Sentence 278,IN,As,O
,DT,the,O
,NN,reply-chain,B-ID
,NNS,emails,I-ID
,VBP,are,O
,JJ,legitimate,O
,NNS,emails,O
,IN,from,O
,DT,a,O
,NN,company,O
,CC,and,O
,VBP,are,O
,RB,commonly,O
,VBN,sent,O
,IN,from,O
,VBN,compromised,B-INF
,NN,email,I-INF
,NNS,accounts,I-INF
,CC,and,O
,JJ,internal,B-INF
,NNS,servers,I-INF
,",",",",O
,NNS,recipients,O
,POS,,O
,MD,will,O
,VB,trust,O
,DT,the,O
,NN,email,O
,CC,and,O
,VB,be,O
,RBR,more,O
,JJ,likely,O
,TO,to,O
,VB,open,O
,DT,the,O
,JJ,malicious,O
,NNS,documents,O
,.,.,O
Sentence 279,IN,In,O
,JJ,internal,B-INF
,NNS,emails,I-INF
,VBN,seen,O
,IN,by,O
,NNP,BleepingComputer,B-ID
,",",",",O
,NNP,IKEA,B-ID
,VBZ,is,O
,VBG,warning,O
,NNS,employees,O
,IN,of,O
,DT,an,O
,JJ,ongoing,O
,NN,reply-chain,B-AP
,VBG,phishing,I-AP
,JJ,cyber-attack,I-AP
,VBG,targeting,O
,JJ,internal,B-INF
,NNS,mailboxes,I-INF
,.,.,O
,DT,These,O
,NNS,emails,O
,VBP,are,O
,RB,also,O
,VBG,being,O
,VBN,sent,O
,IN,from,O
,JJ,other,O
,VBN,compromised,O
,NNP,IKEA,B-ID
,NNS,organizations,O
,CC,and,O
,NN,business,O
,NNS,partners,O
,.,.,O
Sentence 280,``,``,O
,EX,There,O
,VBZ,is,O
,DT,an,O
,JJ,ongoing,O
,NN,cyber-attack,O
,WDT,that,O
,VBZ,is,O
,VBG,targeting,O
,NNP,Inter,O
,NNP,IKEA,B-ID
,NNS,mailboxes,I-ID
,.,.,O
,JJ,Other,O
,NNP,IKEA,B-ID
,NNS,organisations,O
,",",",",O
,NNS,suppliers,O
,",",",",O
,CC,and,O
,NN,business,O
,NNS,partners,O
,VBP,are,O
,VBN,compromised,O
,IN,by,O
,DT,the,O
,JJ,same,O
,NN,attack,O
,CC,and,O
,VBP,are,O
,JJ,further,O
,VBG,spreading,O
,JJ,malicious,O
,NNS,emails,B-M
,TO,to,O
,NNS,persons,O
,IN,in,O
,NNP,Inter,O
,NNP,IKEA,B-ID
,",",",",O
,',',O
,VBD,explained,O
,DT,an,O
,JJ,internal,B-IND
,NN,email,I-IND
,VBD,sent,O
,TO,to,O
,NNP,IKEA,B-ID
,NNS,employees,O
,CC,and,O
,VBN,seen,O
,IN,by,O
,NNP,BleepingComputer,B-INF
,.,.,O
Sentence 281,``,``,O
,DT,This,O
,VBZ,means,O
,IN,that,O
,DT,the,O
,NN,attack,O
,MD,can,O
,VB,come,O
,IN,via,O
,NN,email,B-IND
,IN,from,O
,NN,someone,O
,IN,that,O
,PRP,you,O
,VBP,work,O
,IN,with,O
,",",",",O
,IN,from,O
,DT,any,O
,JJ,external,B-INF
,NN,organisation,I-INF
,",",",",O
,CC,and,O
,IN,as,O
,DT,a,O
,NN,reply,O
,TO,to,O
,DT,an,O
,RB,already,O
,JJ,ongoing,O
,NNS,conversations,O
,.,.,O
,PRP,It,O
,VBZ,is,O
,RB,therefore,O
,JJ,difficult,O
,TO,to,O
,VB,detect,O
,",",",",O
,IN,for,O
,WDT,which,O
,PRP,we,O
,VBP,ask,O
,PRP,you,O
,TO,to,O
,VB,be,O
,JJ,extra,O
,JJ,cautious,O
,.,.,O
,',',O
Sentence 282,NNP,Patch,B-V
,VBZ,Leaves,O
,NNP,Windows,B-INF
,NNP,Servers,I-INF
,NNP,Subject,O
,TO,To,O
,VB,Attacks,O
Sentence 283,VBN,Suspected,O
,NN,domain,B-AP
,VBG,hijacking,I-AP
,NNS,results,O
,IN,in,O
,JJ,British,B-INF
,NN,government,I-INF
,NN,website,I-INF
,VBG,showing,O
,NNS,porn,B-IND
Sentence 284,NNP,Apple,B-INF
,NNS,sues,O
,NNP,Israeli,B-L
,NN,spyware,O
,NN,group,O
,NNP,NSO,B-ID
Sentence 285,``,``,O
,RB,Once,O
,IN,on,O
,DT,a,O
,NN,victim,O
,POS,s,O
,NN,machine,O
,",",",",O
,VBG,masquerading,O
,IN,as,O
,DT,a,O
,JJ,known,O
,NN,application,O
,IN,with,O
,DT,a,O
,JJ,complex,O
,NN,obfuscation,O
,RB,also,O
,VBZ,means,O
,IN,that,O
,NN,anyone,O
,VBG,relying,O
,IN,on,O
,JJ,signature-based,B-M
,NN,malware,O
,RB,effectively,O
,VBZ,has,O
,DT,no,O
,NN,way,O
,IN,of,O
,VBG,knowing,O
,NNP,Babadeda,B-M
,VBZ,is,O
,IN,on,O
,PRP$,their,O
,NN,machine,O
,NN,—,O
,CC,or,O
,IN,of,O
,VBG,stopping,O
,PRP,it,O
,IN,from,O
,VBG,executing,O
,.,.,O
,',',O
Sentence 286,NN,CronRAT,B-M
,:,:,O
,NNP,Linux,B-INF
,NN,malware,O
,VBN,scheduled,O
,TO,to,O
,VB,run,O
,IN,on,O
,NNP,February,O
,CD,31st,O
Sentence 287,NN,Cybersecurity,O
,IN,in,O
,DT,the,O
,NNP,ROS,B-INF
,CD,2,I-INF
,NN,communication,I-INF
,NN,middleware,I-INF
,",",",",O
,VBG,targeting,O
,DT,the,O
,JJ,top,O
,CD,6,O
,NNP,DDS,B-INF
,NNS,implementations,O
Sentence 288,DT,All,O
,NNP,Versions,O
,IN,of,O
,NNP,Windows,B-INF
,NNP,Are,O
,NNP,Vulnerable,O
,TO,to,
,DT,a,O
,NNP,New,O
,NNP,Zero-Day,O
,NNP,Exploit,O
Sentence 289,NNP,New,O
,JJ,differential,B-T
,NN,fuzzing,I-T
,NN,tool,I-T
,NNS,reveals,O
,VBP,novel,O
,NNP,HTTP,B-AP
,NN,request,I-AP
,VBG,smuggling,I-AP
,NNS,techniques,I-AP
Sentence 290,CD,9.3M+,O
,NNP,Androids,B-INF
,NNP,Running,O
,NNP,Malicious,O
,POS,,O
,NNS,Games,B-IND
,IN,from,O
,NNP,Huawei,B-INF
,NNP,AppGallery,B-ID
Sentence 291,NNP,New,O
,NNS,Variants,O
,IN,Of,O
,NNP,Android,B-INF
,NNP,Spyware,O
,NNP,Are,O
,NNP,Targeting,O
,NNP,Middle,B-L
,NNP,East,I-L
,NNS,Users,O
Sentence 292,NNS,Attackers,O
,RB,Actively,O
,NNP,Target,O
,NNP,Windows,B-INF
,NNP,Installer,I-INF
,NNP,Zero-Day,O
Sentence 293,WRB,How,O
,DT,a,O
,JJ,malicious,O
,NNP,Android,B-INF
,NN,app,O
,MD,could,O
,RB,covertly,O
,VB,turn,O
,DT,the,O
,NNP,DSP,B-INF
,IN,in,O
,PRP$,your,O
,JJ,MediaTek-powered,B-INF
,NN,phone,I-INF
,IN,into,O
,DT,an,O
,NN,eavesdropping,B-M
,NN,bug,I-M
Sentence 294,NNS,Hackers,O
,VBP,exploit,O
,NNP,Microsoft,B-V
,NNP,MSHTML,I-V
,NN,bug,O
,TO,to,O
,VB,steal,O
,NNP,Google,B-INF
,",",",",O
,NNP,Instagram,B-INF
,NNS,creds,O
Sentence 295,NN,Security,O
,NN,researcher,O
,NNP,Abdelhamid,B-ID
,NNP,Naceri,I-ID
,VBD,discovered,O
,DT,a,O
,NN,privilege,B-V
,NN,escalation,I-V
,NN,vulnerability,I-V
,IN,in,O
,NNP,Microsoft,B-INF
,NNP,Windows,I-INF
,WDT,that,O
,MD,can,O
,VB,give,B-AP
,NN,admin,I-AP
,NNS,rights,I-AP
,TO,to,I-AP
,NN,threat,I-AP
,NNS,actors,I-AP
,.,.,O
Sentence 296,DT,The,O
,NN,vulnerability,O
,VBD,was,O
,VBN,discovered,O
,WRB,when,O
,NNP,Microsoft,B-INF
,VBD,released,O
,DT,a,O
,NN,patch,O
,IN,for,O
,NNP,CVE-2021-41379,B-V
,(,(,O
,NNP,Windows,I-V
,NNP,Installer,I-V
,NNP,Elevation,I-V
,IN,of,I-V
,NNP,Privilege,I-V
,NNP,Vulnerability,I-V
,),),O
,IN,as,O
,DT,a,O
,NN,part,O
,IN,of,O
,DT,the,O
,NNP,November,O
,CD,2021,O
,NNP,Patch,O
,NNP,Tuesday,O
,.,.,O
Sentence 297,NNP,Naceri,B-ID
,VBD,found,O
,DT,a,O
,NN,bypass,O
,TO,to,O
,DT,the,O
,NN,patch,O
,",",",",O
,RB,as,O
,RB,well,O
,IN,as,O
,DT,a,O
,RBR,more,O
,JJ,severe,O
,JJ,zero-day,O
,NN,privilege,B-V
,NN,escalation,I-V
,NN,vulnerability,I-V
,",",",",O
,CC,and,O
,VBD,published,O
,DT,a,O
,JJ,proof-of-concept,B-AP
,NN,exploit,I-AP
,IN,for,O
,DT,the,O
,NN,zero-day,O
,IN,on,O
,NNP,GitHub,B-INF
,.,.,O
Sentence 298,DT,This,O
,JJ,zero-day,O
,NN,vulnerability,O
,VBZ,affects,O
,DT,all,O
,JJ,supported,O
,NN,client,O
,CC,and,O
,JJ,server,O
,NNS,versions,O
,IN,of,O
,NNP,Windows,B-INF
,",",",",O
,VBG,including,O
,NNP,Windows,B-INF
,CD,10,I-INF
,",",",",O
,VBZ,Windows,B-INF
,CD,11,I-INF
,CC,and,O
,NNP,Windows,B-INF
,NNP,Server,I-INF
,NNP,—,O
,RB,even,O
,IN,with,O
,DT,the,O
,JJS,latest,O
,NNS,patches,O
,.,.,O
Sentence 299,DT,The,O
,JJ,good,O
,NN,news,O
,VBZ,is,O
,IN,that,O
,DT,a,O
,NN,threat,O
,NN,actor,O
,MD,would,O
,VB,need,O
,JJ,local,B-AP
,NN,access,I-AP
,TO,to,I-AP
,DT,the,I-AP
,NN,machine,I-AP
,TO,to,O
,VB,take,O
,NN,advantage,O
,IN,of,O
,DT,this,O
,NN,vulnerability,O
,.,.,O
Sentence 300,RBR,More,O
,JJ,good,O
,NN,news,O
,VBZ,is,O
,IN,that,O
,NNP,Windows,B-INF
,NNP,Defender,I-INF
,VBZ,detects,O
,DT,the,O
,NNP,PoC,B-AP
,.,.,O
Sentence 301,NNP,Dark,B-ID
,NNP,Web,I-ID
,NNP,Spotlight,I-ID
,:,:,O
,NNP,Eberspächer,B-ID
,NNP,Group,O
,NNP,Ransomware,B-IND
,NNP,Attack,I-IND
Sentence 302,NNP,Costco,B-ID
,VBZ,discloses,O
,NNS,data,B-IND
,NN,breach,I-IND
,IN,after,O
,VBG,finding,O
,NN,credit,O
,NN,card,O
,NN,skimmer,O
Sentence 303,NNP,Apple,B-ID
,NNS,files,O
,NN,lawsuit,O
,IN,against,O
,NNP,NSO,B-ID
,NNP,Group,O
,",",",",O
,VBG,saying,O
,NNP,U.S.,O
,NNS,citizens,O
,VBD,were,O
,NNS,targets,O
Sentence 304,NN,Security,O
,NN,researcher,O
,NNP,Janggggg,B-ID
,(,(,O
,NNP,@,O
,NN,testanull,B-ID
,IN,on,O
,NNP,Twitter,B-ID
,),),O
,VBD,published,O
,DT,a,O
,JJ,proof-of-concept,B-AP
,NN,exploit,I-AP
,IN,for,O
,NNP,CVE-2021-42321,B-V
,",",",",O
,DT,a,B-V
,JJ,remote,I-V
,NN,code,I-V
,NN,execution,I-V
,(,(,O
,NNP,RCE,B-M
,),),O
,NN,vulnerability,O
,IN,in,O
,NNP,Microsoft,B-INF
,NNP,Exchange,I-INF
,WDT,that,O
,VBZ,affects,O
,JJ,on-premises,O
,NNS,servers,O
,VBG,running,O
,NNP,Microsoft,B-INF
,NNP,Exchange,I-INF
,CD,2016,O
,CC,and,O
,CD,2019,O
,",",",",O
,VBG,including,O
,DT,those,O
,VBG,using,O
,NNP,Exchange,O
,NNP,Hybrid,O
,NN,mode,O
,.,.,O
Sentence 305,DT,This,O
,JJ,exploit,O
,VBZ,enables,O
,VBN,authenticated,O
,NN,threat,O
,NNS,actors,O
,TO,to,O
,VB,execute,B-AP
,NN,code,I-AP
,RB,remotely,I-AP
,IN,on,O
,JJ,vulnerable,B-INF
,NNS,servers,I-INF
,CC,and,O
,NN,launch,O
,DT,an,O
,NN,attack,O
,.,.,O
Sentence 306,NNP,Microsoft,B-INF
,NNP,’,O
,VBD,s,O
,NNP,November,O
,CD,2021,O
,NNP,Patch,O
,NNP,Tuesday,O
,VBZ,addresses,O
,DT,the,O
,NN,vulnerability,O
,",",",",O
,IN,so,O
,NNS,administrators,O
,MD,should,O
,VB,patch,O
,RB,immediately,O
,.,.,O
Sentence 307,NNP,New,O
,NNP,Windows,B-INF
,NN,zero-day,O
,IN,with,O
,JJ,public,O
,FW,exploit,O
,VBZ,lets,O
,PRP,you,O
,VBP,become,O
,DT,an,O
,NN,admin,O
Sentence 308,NNP,Israeli,B-L
,NNP,Spyware,O
,NNP,Firm,O
,NNP,NSO,B-INF
,POS,At,O
,NN,Risk,O
,IN,of,O
,NNP,Defaulting,O
,POS,,O
,IN,After,O
,NNP,U.S,B-L
,.,.,O
,NN,Blacklisting,B-V
Sentence 309,NNP,Exploit,I-V
,VBD,released,O
,IN,for,O
,NNP,Microsoft,B-INF
,NNP,Exchange,B-INF
,NNP,RCE,B-M
,NN,bug,I-M
,",",",",O
,NN,patch,O
,RB,now,O
Sentence 310,NNP,GoDaddy,B-ID
,VBZ,discloses,O
,JJ,recent,O
,NN,security,O
,NN,breach,O
,WDT,that,O
,VBD,exposed,O
,CD,1.2,O
,CD,million,O
,NNS,accounts,O
Sentence 311,NNP,Crypter,B-ID
,VBD,w/,
,NNP,RAT,B-M
,NNP,Payloads,I-M
,NNP,Targets,O
,NNP,OpenSea,B-ID
,CC,and,O
,NNP,BAYC,B-ID
,NNP,NFT,I-ID
,NNP,Communities,O
Sentence 312,NNP,Conti,B-ID
,NN,ransomware,O
,NN,gang,O
,NNS,suffers,O
,NN,security,O
,NN,breach,O
Sentence 313,NN,CVE-2021-34421,B-V
,:,:,O
,NNP,Incomplete,I-V
,NNP,Cleanup,I-V
,IN,of,I-V
,NNP,Messages,I-V
,IN,In,I-V
,NNP,Keybase,I-V
,IN,for,I-V
,NNP,Android/iOS,I-V
Sentence 314,NNP,Wind,O
,NN,turbine,O
,NN,giant,O
,NNP,Vestas,B-ID
,VBZ,says,O
,NN,data,O
,VBD,was,O
,VBN,compromised,O
,IN,in,O
,NN,security,O
,NN,incident,O
Sentence 315,NNP,NUCLEUS:13,B-V
,NNP,–,O
,NNP,Host,O
,IN,of,O
,NNS,vulnerabilities,O
,VBP,shatter,O
,NNP,Nucelus,B-INF
,NNP,TCP/IP,I-INF
,NN,stack,I-INF
,NNS,defenses,O
Sentence 316,NNP,Hikvision,B-ID
,NNP,Security,O
,NNP,Cameras,O
,NNP,Potentially,O
,VBD,Exposed,O
,TO,to,O
,NNP,Remote,B-AP
,NNP,Code,I-AP
,NNP,Execution,I-AP
Sentence 317,NNP,California,B-L
,NNP,Pizza,B-ID
,NNP,Kitchen,I-ID
,NNP,Data,O
,NNP,Breach,O
,VBD,Exposed,O
,IN,Over,O
,CD,"100,000",O
,NNP,Employee,O
,NNP,Social,B-V
,NNP,Security,I-V
,NNP,Numbers,I-V
Sentence 318,VBN,Updated,I-V
,:,:,O
,JJ,APT,O
,NN,Exploitation,O
,IN,of,O
,NNP,ManageEngine,B-ID
,NNP,ADSelfService,I-ID
,NNP,Plus,O
,NNP,Vulnerability,O
Sentence 319,NNP,FBI,B-ID
,NN,email,O
,NN,system,O
,RB,reportedly,O
,VBD,hacked,O
,TO,to,O
,VB,send,B-AP
,JJ,fake,I-AP
,NNP,DHS,I-AP
,NN,cyberattack,O
,NNS,messages,O
Sentence 320,DT,The,O
,NN,hack,O
,VBD,happened,O
,IN,on,O
,NNP,Saturday,O
,NN,morning,O
,IN,amid,O
,JJ,several,O
,NNS,reports,O
,IN,of,O
,NNS,messages,O
,VBN,sent,O
,IN,from,O
,DT,the,O
,NN,agency,O
,POS,s,O
,NN,email,O
,NN,infrastructure,O
,VBG,purporting,O
,TO,to,O
,VB,be,O
,DT,a,O
,NN,warning,O
,IN,from,O
,DT,the,O
,NNP,Department,B-ID
,IN,of,I-ID
,NNP,Homeland,I-ID
,NNP,Security,I-ID
,(,(,O
,NNP,DHS,B-ID
,),),O
,IN,about,O
,DT,a,O
,NN,cyberattack,O
,.,.,O
Sentence 321,IN,While,O
,DT,the,O
,JJ,illegitimate,B-AP
,NN,email,I-AP
,VBN,originated,O
,IN,from,O
,DT,an,O
,NNP,FBI,B-ID
,VBD,operated,O
,NN,server,O
,",",",",O
,WDT,that,O
,VBZ,server…was,O
,RB,not,O
,NN,part,O
,IN,of,O
,DT,the,O
,NNP,FBI,B-ID
,POS,s,O
,JJ,corporate,O
,NN,email,O
,NN,service,O
Sentence 322,NNP,Surveillance,B-ID
,NN,firm,O
,VBZ,pays,O
,$,$,O
,CD,1,O
,CD,million,O
,NN,fine,O
,IN,after,O
,JJ,‘,O
,NN,spy,B-IND
,NN,van,I-IND
,NNP,’,O
,NN,scandal,O
Sentence 323,DT,The,O
,NNP,Office,O
,IN,of,O
,DT,the,O
,NNP,Commissioner,B-ID
,IN,for,I-ID
,NNP,Personal,I-ID
,NNP,Data,I-ID
,NNP,Protection,I-ID
,IN,in,O
,NNP,Cyprus,B-ID
,VBZ,has,O
,VBN,collected,O
,DT,a,O
,$,$,O
,CD,1,O
,CD,million,O
,NN,fine,O
,IN,from,O
,NN,intelligence,O
,NN,company,O
,NNP,WiSpear,B-ID
,IN,for,O
,VBG,gathering,O
,JJ,mobile,O
,NNS,data,O
,IN,from,O
,JJ,various,O
,NNS,individuals,O
,VBG,arriving,O
,IN,at,O
,DT,the,O
,NN,airport,O
,IN,in,O
,NNP,Larnaca,B-L
,.,.,O
Sentence 324,IN,In,O
,CD,2019,O
,",",",",O
,DT,a,O
,NNP,Chevrolet,O
,NN,van,O
,VBD,packed,O
,IN,with,O
,IN,at,O
,JJS,least,O
,$,$,O
,CD,3.5,O
,CD,million,O
,NN,worth,O
,IN,of,O
,NN,equipment,O
,WDT,that,O
,MD,could,O
,VB,hack,O
,NNP,Android,B-INF
,NNS,smartphones,I-INF
,CC,and,O
,VB,steal,O
,NNS,data,O
,VBG,including,O
,NNP,WhatsApp,B-INF
,CC,and,O
,NNP,Signal,B-INF
,NNS,messages,B-AP
,",",",",O
,VBD,was,O
,VBN,stationed,O
,IN,near,O
,DT,the,O
,NN,airport,O
,.,.,O
Sentence 325,NNP,Cloudflare,B-ID
,VBZ,stops,O
,DT,a,O
,JJ,giant,O
,NNP,DDoS,B-AP
,NN,attack,I-AP
Sentence 326,DT,This,O
,NN,attack,O
,VBD,came,O
,IN,from,O
,CD,"15,000",O
,NNS,bots,B-M
,VBG,running,O
,DT,a,O
,NN,variant,O
,IN,of,O
,DT,the,O
,JJ,original,O
,NNP,Mirai,B-M
,NN,code,I-M
,IN,on,O
,VBN,exploited,O
,NNP,IoT,B-INF
,NNS,devices,I-INF
,RB,as,O
,RB,well,O
,IN,as,O
,JJ,unpatched,B-AP
,NNS,instances,I-AP
,IN,from,I-AP
,NNP,GitLab,I-AP
,.,.,O
Sentence 327,NNP,Rapid7,B-ID
,VBD,warned,O
,IN,that,O
,NNP,GitLab,B-ID
,NNS,instances,O
,MD,could,O
,VB,be,O
,VBN,used,O
,IN,for,O
,JJ,such,O
,DT,an,O
,NN,attack,O
,CD,two,O
,NNS,weeks,O
,RB,ago,O
,",",",",O
,VBG,saying,O
,IN,that,O
,RB,roughly,O
,CD,"30,000",B-V
,JJ,internet-facing,I-V
,NNS,instances,I-V
,VBD,remained,I-V
,JJ,unpatched,I-V
,IN,at,O
,DT,that,O
,NN,time,O
Sentence 328,VBG,Following,O
,RP,up,O
,IN,on,O
,DT,a,O
,NN,story,O
,PRP,we,O
,VBD,brought,O
,PRP,you,O
,JJ,last,O
,NN,week,O
,",",",",O
,DT,the,O
,NNS,data,O
,IN,of,O
,RB,approximately,O
,CD,7,O
,CD,million,O
,NNP,Robinhood,B-ID
,NNS,customers,O
,VBN,stolen,O
,IN,in,O
,DT,a,O
,NN,data,O
,NN,breach,O
,WDT,that,O
,VBD,began,O
,IN,by,O
,JJ,social,B-AP
,NN,engineering,I-AP
,DT,a,O
,NN,customer,O
,NN,service,O
,NN,rep,O
,",",",",O
,VBZ,is,O
,RB,now,O
,VBG,being,O
,VBN,sold,O
,IN,by,O
,DT,the,O
,NN,hacker,O
,IN,for,O
,IN,at,O
,JJS,least,O
,$,$,O
,CD,"10,000",O
,.,.,O
Sentence 329,CD,Two,O
,NNS,days,O
,IN,after,O
,NNP,Robinhood,B-ID
,VBD,disclosed,O
,DT,the,O
,NN,attack,O
,",",",",O
,CC,and,O
,IN,after,O
,DT,a,O
,JJ,failed,O
,NN,extorsion,B-AP
,NN,attempt,I-AP
,",",",",O
,DT,a,O
,NN,threat,O
,NN,actor,O
,VBN,named,O
,NNP,‘,O
,NN,pompompurin,B-TA
,NN,’,O
,VBD,announced,O
,IN,on,O
,DT,a,O
,NN,hacking,O
,NN,forum,O
,IN,that,O
,PRP,they,O
,VBD,were,O
,VBG,selling,O
,DT,the,O
,NNS,data,O
,VBG,including,O
,NN,email,O
,NNS,addresses,O
,CC,and,O
,JJ,full,O
,NNS,names,O
,IN,of,O
,NNS,millions,O
,IN,of,O
,NNS,customers,O
,CC,and,O
,RBR,more,O
,JJ,extensive,O
,NNS,details,O
,IN,for,O
,DT,a,O
,JJ,small,O
,NN,subset,O
,IN,of,O
,NNS,individuals,O
,.,.,O
Sentence 330,NNP,Pompompurin,B-TA
,",",",",O
,VBZ,is,O
,DT,the,O
,JJ,same,O
,NN,threat,O
,NN,actor,O
,JJ,responsible,O
,IN,for,O
,VBG,abusing,O
,NNP,FBI,B-ID
,NN,email,O
,NNS,servers,O
,TO,to,O
,VB,send,O
,VBG,threatening,B-IND
,NNS,emails,I-IND
,IN,over,O
,DT,the,O
,NN,weekend,O
,.,.,O
Sentence 331,JJ,Dangerous,O
,NNP,XSS,B-M
,NN,bug,I-M
,IN,in,O
,NNP,Google,B-ID
,NNP,Chrome,I-ID
,NNP,’,O
,VBD,s,O
,NNP,‘,O
,NNP,New,O
,NNP,Tab,O
,NNP,’,O
,NN,page,O
,VBD,bypassed,O
,NN,security,O
,NNS,features,O
Sentence 332,VBG,Breaking,O
,DT,the,O
,NNP,News,O
,:,:,O
,NNP,New,B-L
,NNP,York,I-L
,NNP,Times,O
,NNP,Journalist,O
,NNP,Ben,B-ID
,NNP,Hubbard,I-ID
,NNP,Hacked,O
,IN,with,O
,NNP,Pegasus,B-M
,IN,after,O
,VBG,Reporting,O
,IN,on,O
,NNP,Previous,O
,NNP,Hacking,O
,NNP,Attempts,O
Sentence 333,NN,PerSwaysion,B-C
,VBG,Phishing,I-C
,NNP,Campaign,I-C
,NNP,Continues,O
,TO,to,O
,VB,Be,O
,DT,an,O
,JJ,Active,O
,NN,Threat,O
,IN,for,O
,NNS,Organizations,O
Sentence 334,NNP,New,O
,JJ,international,B-ID
,NN,cyber,I-ID
,JJ,advisory,I-ID
,VBN,issued,O
,NN,today,O
,IN,by,O
,NNP,FBI,B-ID
,",",",",O
,NNP,CISA,B-ID
,",",",",O
,NNP,Australia,B-L
,POS,s,O
,NNP,ACSC,B-ID
,",",",",O
,CC,and,O
,DT,the,O
,NNP,UK,B-L
,POS,s,O
,NNP,NCSC,B-ID
,IN,on,O
,#,#,O
,NNP,Iran,B-L
,NN,government,O
,VBD,sponsored,O
,NNP,APT,O
,NN,cyber,O
,NNS,actors,O
,VBG,exploiting,O
,NNP,Microsoft,B-INF
,NNP,Exchange,I-INF
